run,algorithm,setting,reserve,enabled,env_seed,pnl,objective,opening_inventory,final_inventory,auction_quantity,cancellation_fees,cancels
sac_verified_history,sac,historical_sp500_midquotes,10,True,401058792,1.6529978295147885,1.195393435773777,10.85964628595636,6.764646285956211,4.095000000000155,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,True,1822668597,2.206344379062866,1.2632251164457768,10.648746563897888,9.711432760499807,0.9373138033980908,0.035,7
sac_verified_history,sac,historical_sp500_midquotes,10,True,1465431171,8.828176870713127,6.565451673555536,10.814857518545622,15.04235751854606,-4.227500000000429,0.001,1
sac_verified_history,sac,historical_sp500_midquotes,10,True,157564097,-0.9179900545130076,-3.6483986703126576,10.311051876747086,-16.523948123253263,26.835000000000345,0.001,1
sac_verified_history,sac,historical_sp500_midquotes,10,True,245238582,-22.746154966473114,-22.805828218214785,10.82531091658072,2.4428109165809886,8.382499999999737,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,True,1117977144,2.663472867263612,-0.3684842903750334,10.89458072522271,17.412516066435217,-6.517935341212492,0.001,1
sac_verified_history,sac,historical_sp500_midquotes,10,True,523826546,8.71179282810472,6.916809585259891,10.26491590438964,13.397698469680636,-3.132782565290978,0.0209999999999999,6
sac_verified_history,sac,historical_sp500_midquotes,10,True,1124484429,-25.7048844654649,-26.5486665866576,10.500761379400004,9.185761379399644,1.31500000000036,0.003,2
sac_verified_history,sac,historical_sp500_midquotes,10,True,171768458,8.294286043301298,7.254792557518652,10.605555334471248,10.195555334471225,0.4099999999999966,0.3570000000000001,23
sac_verified_history,sac,historical_sp500_midquotes,10,True,1868865057,3.519979681737823,2.7600559503449595,10.74986044564423,8.717360445644445,2.032499999999775,0.0,0
sac_verified_history,sac,historical_sp500_midquotes,10,True,301461638,2.1913299673363507,0.844514719330659,10.602287297142013,11.60523695581306,-1.002949658671061,0.055,10
sac_verified_history,sac,historical_sp500_midquotes,10,True,1387055752,6.664437760294008,5.327570192524295,10.317298939958931,11.562298939958753,-1.244999999999827,0.0209999999999999,6
