episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,n_grad_steps_clob,learning_rate_clob,actor_learning_rate_clob,actor_loss_clob,grad_norm_clob,loss_auction,n_grad_steps_auction,learning_rate_auction,actor_learning_rate_auction,actor_loss_auction,grad_norm_auction
28,34.0743967225917,-14.287635230651112,-14.287635230650142,-38.40430346462204,0.0,-24.1166682339719,0.0,0.0,69.54281555505415,69.54281555505415,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,1.0,0.0,2.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
29,-19.65648504193632,-88.25505239586549,-88.25505239586528,-84.76698897378638,0.0,3.4880634220789166,0.0,0.0,100.0,82.82425209679178,17.175747903208215,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
30,40.84488873995724,21.883390498118548,21.883390498121372,-38.59581397069224,0.0,-60.479204468813606,0.0,0.0,0.34480249333955726,43.54480249333862,-43.19999999999908,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
31,-20.18692878204143,-23.141046544419417,-25.482935855453817,-8.37637251954235,0.0,17.106563335911463,-2.3418893110334977,0.0,18.33772763978547,17.18754712685317,1.1501805129322917,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
32,-0.8072608507586411,-2.548259208331316,-4.397436094453639,-5.157548228538471,-3.552713678800501e-15,-0.7601121340848325,-1.8491768861188902,0.0,20.509688391286105,13.19468968021861,7.3149987110675045,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,10.41312426328659,40.0,0.00023447058520450825,7.815686173483609e-05,0.4191760091111064,10.21167150735855,1.5501500854889552,30.0,0.00023447058520450825,7.815686173483609e-05,-0.08997239389767249,4.034655141830444
33,14.350605426887341,11.347801288771638,11.347801288770537,4.468047875749712,0.0,-6.879753413020823,0.0,0.0,0.24040301694317634,17.32860103446237,-17.088198017519208,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,8.380219065624734,46.0,0.00023267171427506018,7.755723809168674e-05,0.25577108448614244,9.571385031161102,1.1873977184295654,30.0,0.00023267171427506018,7.755723809168674e-05,-0.2524178999165694,4.005885163942973
34,-2.8015596068416926,-9.509451028955889,-9.6999075721492,27.438673379074743,0.0,37.13858095122393,-0.19045654319370442,0.0,0.807563428438101,-25.899597336858726,26.707160765296813,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,8.121998078895338,33.0,0.00023088664438004886,7.696221479334962e-05,0.23141181745538206,10.037537921558727,1.0542944590250651,30.0,0.00023088664438004886,7.696221479334962e-05,-0.360836469133695,4.149233035246531
35,11.224456210999051,8.822997840504256,8.822997840504547,2.755138630177689,-8.881784197001252e-16,-6.067859210326857,0.0,0.0,0.6574099414693109,15.49663954054167,-14.83922959907236,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7.973853142173202,54.0,0.00022911526963719647,7.637175654573218e-05,0.1305722964030725,10.581081646460074,0.864726581176122,30.0,0.00022911526963719647,7.637175654573217e-05,-0.42756180216868717,3.7460559368133546
36,22.24033951354977,22.05436634036524,20.93974173734199,6.390577802446312,-4.440892098500626e-16,-14.549163934895681,-1.11462460302684,0.0,0.41246070340838514,4.312460703409689,-3.9000000000013166,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,7.177165351262906,41.0,0.0002273574849765597,7.57858283255199e-05,0.1273430642649168,11.091836987472162,0.8543106153607368,30.0,0.00022735748497655967,7.57858283255199e-05,-0.4790989821155866,4.478447298208873
37,48.21502577564388,-78.81689813578183,-81.16771438233563,-51.01994344234704,0.0,30.147770939988582,-2.350816246554274,0.0,0.14591002243270168,-112.70843975116757,112.85434977360029,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,7.633164663572569,37.0,0.0002256131861342975,7.520439537809918e-05,0.05186985674742106,11.347200509664175,0.7407953242460886,30.0,0.0002256131861342975,7.520439537809918e-05,-0.5504331211249034,4.1415156046549475
38,36.864079971862736,36.85894545651844,36.69381559876994,-4.890573231490919,0.0,-41.584388830260885,-0.16512985774917865,0.0,0.2515553254492744,0.7165553254493098,-0.4650000000000176,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,6.829294963886864,38.0,0.00022388226964648665,7.462742321549556e-05,0.12089947228761096,11.326193508348966,0.7578819841146469,30.0,0.00022388226964648665,7.462742321549556e-05,-0.5389936397473017,4.460325217247009
39,62.477057579629616,44.94737143964049,44.9473714396392,-0.7710186689767167,0.0,-45.718390108615914,0.0,0.0,39.98346801590567,41.86846801590562,-1.8849999999999483,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,8.458366131782531,40.0,0.00022216463284298462,7.405487761432821e-05,0.07022308385930956,12.791248714923858,0.6933058838049571,30.0,0.0002221646328429846,7.405487761432821e-05,-0.5813095410664876,4.61482519308726
40,23.483750690569142,21.06242952374598,21.062429523747603,-7.2731942729593895,0.0,-28.335623796706994,0.0,0.0,14.234139181346833,15.560594997695823,-1.3264558163490001,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,7.421974873056217,49.0,0.0002204601738413398,7.348672461377994e-05,0.011776063591241837,12.975604417372724,0.5878013412157694,30.0,0.0002204601738413398,7.348672461377994e-05,-0.5764102146029473,4.616923109690348
41,16.798238242482913,16.774313888011356,16.158963993860446,-0.7881164472345519,0.0,-16.94708044109499,-0.6153498941536384,0.0,0.5910546219081851,1.5467499627139487,-0.9556953408057831,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,5.0,4.0,0.0,1.0,7.011505172366188,42.0,0.00021876879154074827,7.292293051358275e-05,0.05494018488874038,15.027317819141206,0.5958626225590706,30.0,0.00021876879154074825,7.292293051358274e-05,-0.6003301749626796,4.450518401463826
42,20.54457880983995,20.480265293012575,20.47894846953862,-3.987290671105914,0.0,-24.466239140644536,-0.0013168234732177098,0.0,0.9835109784340261,2.5360109784339606,-1.552499999999931,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,6.749343858824836,36.0,0.00021709038561605672,7.236346187201891e-05,0.09242770013709863,15.112659692764282,0.5949602911869685,30.0,0.00021709038561605672,7.236346187201891e-05,-0.662815906604131,4.204864426453908
43,-20.404539704823037,-24.145066962678634,-24.971483325439067,18.61020718398486,0.0,43.58169050942392,-0.8264163627631831,0.0,0.5718500590825926,19.340442750504955,-18.76859269142235,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.9628944895988285,43.0,0.00021542485651181197,7.180828550393733e-05,-0.035051839556111845,14.464891588965127,0.5726555754741033,30.0,0.00021542485651181197,7.180828550393733e-05,-0.6699019422133764,4.014598445097605
44,9.065236102667768,1.0178892398428907,1.017889239841736,18.749034518857314,0.0,17.731145279015575,0.0,0.0,0.21354676409924878,-28.367845992998618,28.58139275709787,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,7.865008341638665,38.0,0.0002137721054363557,7.125736847878523e-05,-0.09799640914915424,15.560826401961478,0.7196652114391326,30.0,0.00021377210543635568,7.125736847878523e-05,-0.734282930692037,5.0741397301356
45,16.518386039132746,16.507335515000516,16.446595659890512,-4.674841774074711,0.0,-21.121437433965223,-0.06073985510562352,0.0,0.42227808089030816,1.051214732213619,-0.6289366513232915,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,5.853681030480758,46.0,0.00021213203435596425,7.071067811865475e-05,-0.15330634693331693,17.71151513638704,0.5965515588720639,30.0,0.00021213203435596425,7.071067811865475e-05,-0.7305922925472259,5.017544730504354
46,4.893305475474627,4.87540927151195,4.875409271510166,-13.865729622028852,0.0,-18.74113889353902,0.0,0.0,0.6177669439285296,1.3377669439284388,-0.7199999999999136,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,8.199152443860028,37.0,0.00021050454598903415,7.016818199634472e-05,-0.12013653600336732,17.53994771596548,0.5929605295260747,30.0,0.00021050454598903415,7.016818199634472e-05,-0.7235913018385569,4.983007478713989
47,13.739522267356223,13.738682054012054,12.811152633563147,6.937189005721471,-3.469446951953614e-18,-5.873963627841686,-0.9275294204549027,0.0,0.36861418536700796,0.2898643379528691,0.07874984741412243,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.709155489416683,51.0,0.0002088895438003116,6.96298479334372e-05,-0.15410849661109785,17.367605527242024,0.5303926130135854,30.0,0.0002088895438003116,6.962984793343719e-05,-0.743484690785408,5.4507688760757445
48,-0.5312146869587743,-0.5395289764571901,-0.6136356105783117,-0.06497359586558812,0.0,0.5486620147127218,-0.07410663412196072,0.0,0.27182725877295866,0.9118272587730551,-0.6400000000001,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84360337838894,41.0,0.00020728693199516637,6.90956439983888e-05,-0.29170426417414735,18.999276289125767,0.5215447068214416,30.0,0.0002072869319951664,6.90956439983888e-05,-0.8266899267832438,4.680938323338826
49,7.170594487806229,7.138124025573702,7.1283595118160035,-11.726111771252457,0.0,-18.854471283068452,-0.009764513759250804,0.0,0.6769562212363951,1.8019562212364346,-1.1250000000000426,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,5.936996353997125,45.0,0.00020569661551390992,6.856553850463664e-05,-0.26088065111802683,18.9923220316569,0.45034240012367566,30.0,0.0002056966155139099,6.856553850463663e-05,-0.7981926063696544,4.733895230293274
50,0.620402613519618,0.5998898089425394,-2.622430883788173,-5.386250632291841,0.0,-2.7638197485036713,-3.2223206927303636,0.0,0.3125462099177838,1.4322291917524461,-1.1196829818346747,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,6.185915204611692,44.0,0.0002041185000261565,6.803950000871885e-05,-0.24313644679601898,20.329411008141257,0.5348484908541044,30.0,0.0002041185000261565,6.803950000871885e-05,-0.8485094547271729,5.733593114217123
51,-30.472082926851726,-31.851870696451286,-32.11641066023941,37.872272141179614,0.0,69.98868280141907,-0.26453996378745614,0.0,0.6774801627510243,-11.746436777165913,12.423916939916925,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.171538774003374,47.0,0.00020255249192522847,6.751749730840951e-05,-0.2954686408505795,22.20890515915891,0.4197267139951388,30.0,0.0002025524919252285,6.751749730840951e-05,-0.8565435667832693,5.177395208676656
52,-16.631909489049576,-28.982836155000523,-29.77235222216575,-4.6259310496883845,0.0,25.146421172477385,-0.789516067167142,0.0,0.7286148050612837,-35.1438851949396,35.87250000000088,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.385494164931468,39.0,0.00020099849832260345,6.699949944086781e-05,-0.41080742100110423,20.926854671576084,0.45747065395116804,30.0,0.0002009984983226034,6.699949944086781e-05,-0.7825234959522883,5.374860731760661
53,-8.461274120262402,-8.464406849045202,-10.336688905484799,-22.40362311776751,0.0,-12.066934212282703,-1.8722820564338747,0.0,0.5597078508293123,0.5597078508293354,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,7.689747835727448,47.0,0.00019945642704240473,6.648547568080159e-05,-0.4541148638867952,24.733241710257023,0.4654669354359309,30.0,0.00019945642704240473,6.648547568080159e-05,-0.8425642142693202,5.764487258593241
54,9.786600010525435,9.784361290160076,9.784361290158795,6.213459435581562,0.0,-3.5709018545772304,0.0,0.0,0.0068488227470595575,-0.4731511772529293,0.4800000000000182,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,6.71206706279033,37.0,0.00019792618661593412,6.597539553864472e-05,-0.45706817870204514,22.147327139570905,0.42174923022588096,30.0,0.00019792618661593412,6.597539553864473e-05,-0.8149195551872254,5.628804198900858
