market,policy,seed,n_episodes,objective_bps,pnl_bps,auction_edge_bps,auction_fees_bps,auction_cash_bps,auction_risk_relief_bps,auction_value_bps,open_abs_inventory_pct,close_abs_inventory_pct,short_probability_pct,gap_dqn_bps,gap_as_bps,gap_twap_bps,gap_initial_bps
CAT,as,2024,100,13.295575755159646,18.91352997936847,0.015418859509890206,0.0,0.015418859509890206,0.014753473355960205,0.0301723328658504,17.082213235367274,17.02422372829153,0.0,-3.108806439139384,0.0,5.281294329531474,
CAT,twap,2024,100,8.01428142562817,14.186912870251163,0.015860550826621637,0.0,0.015860550826621637,0.038575573962061634,0.054436124788683274,23.502065112025807,23.400257015983158,0.0,-8.390100768670857,-5.281294329531474,0.0,
CAT,ddpg,2024,100,18.02347013305854,18.952390157026016,0.3338094499381695,0.015340000000000003,0.3184694499381695,1.7017743611947858,2.0202438111329553,12.639395895978033,7.062158041468863,33.0,1.6190879387595112,4.727894377898895,10.00918870743037,2.966444953904897
CAT,td3,2024,100,15.600616271243547,16.332620689329847,-0.042201594720578633,0.06953,-0.11173159472057864,1.1305669536841838,1.0188353589636052,8.529270293461396,5.1857983994903405,27.0,-0.8037659230554786,2.305040516083905,7.58633484561538,0.9998344799009128
CAT,sac,2024,100,16.629903306589853,17.423892265811816,0.5763012118806771,0.044399999999999995,0.5319012118806771,0.7114936691352667,1.243394881015944,6.593700336181684,5.312419519477276,46.0,0.225521112290821,3.3343275514302047,8.615621880961678,1.233259707310162
CAT,dqn,2718,100,16.76573681996155,17.158831105360658,0.20878248579027617,0.06740999999999998,0.14137248579027623,-0.09713468085857625,0.04423780493169995,2.4593574548213173,4.1919877808538795,11.0,0.0,2.1103566909842386,9.552427543403901,14.826988707046223
CAT,as,2718,100,14.655380128977308,19.424719446777726,0.009544843476253678,0.0,0.009544843476253678,0.012169710887268865,0.02171455436352254,15.22614120425229,15.188259368395435,0.0,-2.1103566909842386,0.0,7.442070852419662,
CAT,twap,2718,100,7.213309276557645,13.829549366419524,0.013178321374472762,0.0,0.013178321374472762,0.041739451636455406,0.05491777301092817,24.314120813447158,24.229908802343985,0.0,-9.552427543403901,-7.442070852419662,0.0,
CAT,ddpg,2718,100,18.839027922612015,19.260605486513168,0.3632425930626353,0.012259999999999991,0.35098259306263524,0.4577618795532309,0.8087444726158659,4.426439401129594,3.992006470019378,21.0,2.073291102650467,4.183647793634706,11.625718646054365,3.2421875070999584
CAT,td3,2718,100,17.1709631569398,17.479569988347134,0.1583666376088057,0.026300000000000004,0.1320666376088057,0.23126743734623967,0.3633340749550454,3.0695419175841727,2.2824660997185764,47.0,0.40522633697824856,2.515583027962488,9.957653880382152,1.7778148975002932
CAT,sac,2718,100,17.753266881261062,18.21433018076812,0.32401257365665354,0.0056099999999999995,0.3184025736566536,0.0849884722114495,0.403391045868103,2.9223934048578983,4.695834485200658,33.0,0.9875300612995126,3.0978867522837517,10.539957604703416,2.1809320140033863
GOOGL,dqn,7,100,2.9822236602521413,4.528174585473349,0.021064827083706633,0.09051999999999996,-0.06945517291629337,0.5878687891478394,0.5184136162315461,9.24438908096917,8.029077186861892,5.0,0.0,2.5414969171776662,10.003727124755397,109.22233319919107
GOOGL,as,7,100,0.440726743074475,4.748160328584545,0.002854240815246589,0.0,0.002854240815246589,0.00342915352160297,0.006283394336849561,14.705598224902921,14.690794426759178,0.0,-2.5414969171776662,0.0,7.462230207577729,
GOOGL,twap,7,100,-7.021503464503256,-1.5939510896334104,0.007235403365368799,0.0,0.007235403365368799,0.01748079268829798,0.024716196053666782,22.319578676277555,22.279724348136057,0.0,-10.003727124755397,-7.462230207577729,0.0,
GOOGL,ddpg,7,100,3.9777517537165936,4.653015774500747,0.5670377985968191,0.035989999999999994,0.5310477985968192,1.486971327060525,2.0180191256573448,9.590969298342863,5.571546291138653,29.0,0.9955280934644528,3.537025010642119,10.99925521821985,2.55404534449445
GOOGL,td3,7,100,5.359025033169902,6.1469726207893975,0.4994004902007187,0.008999999999999992,0.4904004902007187,1.1892212400841657,1.6796217302848848,9.034634904172055,5.822169629650936,41.0,2.3768013729177606,4.918298290095427,12.380528497673158,3.8165530122818354
GOOGL,sac,7,100,4.140771583364792,4.829887069472236,0.5671328523896948,0.054519999999999964,0.5126128523896949,0.8668086576367251,1.3794215100264196,8.251810041695066,6.547611758589512,39.0,1.1585479231126514,3.700044840290318,11.162275047868047,2.667850273571014
